unix,flow
1550169204,0
1550169504,0
1550169804,0
1550170104,0
1550170404,0
1550170704,0
1550171004,0
1550171304,0
1550171604,0
1550171904,0
1550172204,0
1550172504,0
1550172804,0
1550173104,0
1550173404,0
1550173704,0
1550174004,0
1550174304,0
1550174604,0
1550174904,0
1550175204,0
1550175504,0
1550175804,0
1550176104,0
1550176404,0
1550176704,0
1550177004,0
1550177304,0
1550177604,0
1550177904,0
1550178204,0
1550178504,0
1550178804,0
1550179104,0
1550179404,0
1550179704,0
1550180004,0
1550180304,0
1550180604,0
1550180904,0
1550181204,0
1550181504,0
1550181804,0
1550182104,0
1550182404,0
1550182704,0
1550183004,0
1550183304,0
1550183604,0
1550183904,0
1550184204,0
1550184504,0
1550184804,0
1550185104,0
1550185404,0
1550185704,0
1550186004,0
1550186304,0
1550186604,0
1550186904,0
1550187204,0
1550187504,0
1550187804,0
1550188104,0
1550188404,0
1550188704,0
1550189004,0
1550189304,0
1550189604,0
1550189904,0
1550190204,0
1550190504,0
1550190804,0
1550191104,0
1550191404,0
1550191704,0
1550192004,0
1550192304,0
1550192604,0
1550192904,0
1550193204,0
1550193504,0
1550193804,0
1550194104,0
1550194404,0
1550194704,0
1550195004,0
1550195304,0
1550195604,0
1550195904,0
1550196204,0
1550196504,0
1550196804,0
1550197104,0
1550197404,0
1550197704,0
1550198004,0
1550198304,0
1550198604,0
1550198904,0
1550199204,0
1550199504,0
1550199804,0
1550200104,0
1550200404,0
1550200704,0
1550201004,0
1550201304,0
1550201604,0
1550201904,0
1550202204,0
1550202504,0
1550202804,0
1550203104,0
1550203404,0
1550203704,0
1550204004,0
1550204304,0
1550204604,0
1550204904,0
1550205204,0
1550205504,0
1550205804,0
1550206104,0
1550206404,0
1550206704,0
1550207004,0
1550207304,0
1550207604,0
1550207904,0
1550208204,0
1550208504,0
1550208804,0
1550209104,0
1550209404,0
1550209704,0
1550210004,0
1550210304,0
1550210604,0
1550210904,0
1550211204,0
1550211504,0
1550211804,0
1550212104,0
1550212404,0
1550212704,0
1550213004,0
1550213304,0
1550213604,0
1550213904,0
1550214204,0
1550214504,0
1550214804,0
1550215104,0
1550215404,0
1550215704,0
1550216004,0
1550216304,0
1550216604,0
1550216904,0
1550217204,0
1550217504,0
1550217804,0
1550218104,0
1550218404,0
1550218704,0
1550219004,0
1550219304,0
1550219604,0
1550219904,0
1550220204,0
1550220504,0
1550220804,0
1550221104,0
1550221404,0
1550221704,0
1550222004,0
1550222304,0
1550222604,0
1550222904,0
1550223204,0
1550223504,0
1550223804,0
1550224104,0
1550224404,0
1550224704,0
1550225004,0
1550225304,0
1550225604,0
1550225904,0
1550226204,0
1550226504,0
1550226804,0
1550227104,0
1550227404,0
1550227704,0
1550228004,0
1550228304,0
1550228604,0
1550228904,0
1550229204,0
1550229504,0
1550229804,0
1550230104,0
1550230404,0
1550230704,0
1550231004,0
1550231304,0
1550231604,0
1550231904,0
1550232204,0
1550232504,0
1550232804,0
1550233104,0
1550233404,0
1550233704,0
1550234004,0
1550234304,0
1550234604,0
1550234904,0
1550235204,0
1550235504,0
1550235804,0
1550236104,0
1550236404,0
1550236704,0
1550237004,0
1550237304,0
1550237604,0
1550237904,0
1550238204,0
1550238504,0
1550238804,0
1550239104,0
1550239404,0
1550239704,0
1550240004,0
1550240304,0
1550240604,0
1550240904,0
1550241204,0
1550241504,0
1550241804,0
1550242104,0
1550242404,0
1550242704,0
1550243004,0
1550243304,0
1550243604,0
1550243904,0
1550244204,0
1550244504,0
1550244804,0
1550245104,0
1550245404,0
1550245704,0
1550246004,0
1550246304,0
1550246604,0
1550246904,0
1550247204,0
1550247504,0
1550247804,0
1550248104,0
1550248404,0
1550248704,0
1550249004,0
1550249304,0
1550249604,0
1550249904,0
1550250204,0
1550250504,0
1550250804,0
1550251104,0
1550251404,0
1550251704,0
1550252004,0
1550252304,0
1550252604,0
1550252904,0
1550253204,0
1550253504,0
1550253804,0
1550254104,0
1550254404,0
1550254704,0
1550255004,0
1550255304,0
1550255604,0
1550255904,0
1550256204,0
1550256504,0
1550256804,0
1550257104,0
1550257404,0
1550257704,0
1550258004,0
1550258304,0
1550258604,0
1550258904,0
1550259204,0
1550259504,0
1550259804,0
1550260104,0
1550260404,0
1550260704,0
1550261004,0
1550261304,0
1550261604,0
1550261904,0
1550262204,0
1550262504,0
1550262804,0
1550263104,0
1550263404,0
1550263704,0
1550264004,0
1550264304,0
1550264604,0
1550264904,0
1550265204,0
1550265504,0
1550265804,0
1550266104,0
1550266404,0
1550266704,0
1550267004,0
1550267304,0
1550267604,0
1550267904,0
1550268204,0
1550268504,0
1550268804,0
1550269104,0
1550269404,0
1550269704,0
1550270004,0
1550270304,0
1550270604,0
1550270904,0
1550271204,0
1550271504,0
1550271804,0
1550272104,0
1550272404,0
1550272704,0
1550273004,0
1550273304,0
1550273604,0
1550273904,0
1550274204,0
1550274504,0
1550274804,0
1550275104,0
1550275404,0
1550275704,0
1550276004,0
1550276304,0
1550276604,0
1550276904,0
1550277204,0
1550277504,0
1550277804,0
1550278104,0
1550278404,0
1550278704,0
1550279004,0
1550279304,0
1550279604,0
1550279904,0
1550280204,0
1550280504,0
1550280804,0
1550281104,0
1550281404,0
1550281704,0
1550282004,0
1550282304,0
1550282604,0
1550282904,0
1550283204,0
1550283504,0
1550283804,0
1550284104,0
1550284404,0
1550284704,0
1550285004,0
1550285304,0
1550285604,0
1550285904,0
1550286204,0
1550286504,0
1550286804,0
1550287104,0
1550287404,0
1550287704,0
1550288004,0
1550288304,0
1550288604,0
1550288904,0
1550289204,0
1550289504,0
1550289804,0
1550290104,0
1550290404,0
1550290704,0
1550291004,0
1550291304,0
1550291604,0
1550291904,0
1550292204,0
1550292504,0
1550292804,0
1550293104,0
1550293404,0
1550293704,0
1550294004,0
1550294304,0
1550294604,0
1550294904,0
1550295204,0
1550295504,0
1550295804,0
1550296104,0
1550296404,0
1550296704,0
1550297004,0
1550297304,0
1550297604,0
1550297904,0
1550298204,0
1550298504,0
1550298804,0
1550299104,0
1550299404,0
1550299704,0
1550300004,0
1550300304,0
1550300604,0
1550300904,0
1550301204,0
1550301504,0
1550301804,0
1550302104,0
1550302404,0
1550302704,0
1550303004,0
1550303304,0
1550303604,0
1550303904,0
1550304204,0
1550304504,0
1550304804,0
1550305104,0
1550305404,0
1550305704,0
1550306004,0
1550306304,0
1550306604,0
1550306904,0
1550307204,0
1550307504,0
1550307804,0
1550308104,0
1550308404,0
1550308704,0
1550309004,0
1550309304,0
1550309604,0
1550309904,0
1550310204,0
1550310504,0
1550310804,0
1550311104,0
1550311404,0
1550311704,0
1550312004,0
1550312304,0
1550312604,0
1550312904,0
1550313204,0
1550313504,0
1550313804,0
1550314104,0
1550314404,0
1550314704,0
1550315004,0
1550315304,0
1550315604,0
1550315904,0
1550316204,0
1550316504,0
1550316804,0
1550317104,0
1550317404,0
1550317704,0
1550318004,0
1550318304,0
1550318604,0
1550318904,0
1550319204,0
1550319504,0
1550319804,0
1550320104,0
1550320404,0
1550320704,0
1550321004,0
1550321304,0
1550321604,0
1550321904,0
1550322204,0
1550322504,0
1550322804,0
1550323104,0
1550323404,0
1550323704,0
1550324004,0
1550324304,0
1550324604,0
1550324904,0
1550325204,0
1550325504,0
1550325804,0
1550326104,0
1550326404,0
1550326704,0
1550327004,0
1550327304,0
1550327604,0
1550327904,0
1550328204,0
1550328504,0
1550328804,0
1550329104,0
1550329404,0
1550329704,0
1550330004,0
1550330304,0
1550330604,0
1550330904,0
1550331204,0
1550331504,0
1550331804,0
1550332104,0
1550332404,0
1550332704,0
1550333004,0
1550333304,0
1550333604,0
1550333904,0
1550334204,0
1550334504,0
1550334804,0
1550335040,98
1550335280,0
1550335580,0
1550335880,0
1550335973,1212
1550336186,205
1550336689,0
1550336929,0
1550337229,0
1550337291,0
1550337531,0
1550337831,0
1550337893,0
1550338364,367
1550338665,4
1550338966,0
1550339267,0
1550339394,611
1550339708,0
1550340009,0
1550340310,0
1550340611,0
1550340912,0
1550341213,0
1550341514,0
1550341816,0
1550342117,0
1550342418,0
1550342719,0
1550343020,0
1550343321,0
1550343622,0
1550343923,0
1550344224,0
1550344525,0
1550344826,0
1550345127,0
1550345428,0
1550345730,0
1550346031,0
1550346332,0
1550346633,0
1550346934,0
1550347235,0
1550347536,0
1550347837,0
1550348138,0
1550348439,0
1550348740,0
1550349041,0
1550349343,0
1550349644,0
1550349945,0
1550350246,0
1550350547,888
1550350608,546
1550350918,0
1550351180,1195
1550351290,775.5
1550351561,4
1550351830,8
1550352131,0
1550352432,0
1550352733,0
1550353034,0
1550353335,0
1550353637,0
1550353938,0
1550354239,0
1550354540,0
1550354841,0
1550355142,0
1550355443,0
1550355744,0
1550356045,0
1550356346,0
1550356647,0
1550356948,0
1550357249,0
1550357551,0
1550357852,0
1550358156,0
1550358457,0
1550358758,0
1550359059,0
1550359360,0
1550359661,0
1550359963,0
1550360264,0
1550360565,0
1550360866,0
1550361167,0
1550361468,0
1550361769,0
1550362070,0
1550362371,0
1550362672,0
1550362974,0
1550363275,0
1550363576,0
1550363877,0
1550364178,0
1550364479,0
1550364780,0
1550365081,0
1550365383,0
1550365684,0
1550365985,0
1550366286,0
1550366587,0
1550366888,0
1550367189,0
1550367490,0
1550367791,0
1550368092,0
1550368393,0
1550368694,0
1550368996,0
1550369297,0
1550369598,0
1550369899,0
1550370200,0
1550370501,0
1550370802,0
1550371103,0
1550371404,0
1550371705,0
1550372006,0
1550372307,0
1550372608,0
1550372910,0
1550373211,0
1550373512,0
1550373813,0
1550374114,0
1550374415,0
1550374716,0
1550375017,0
1550375318,0
1550375619,0
1550375920,0
1550376221,0
1550376522,0
1550376824,0
1550377125,0
1550377426,0
1550377727,0
1550378028,0
1550378329,0
1550378630,0
1550378931,0
1550379232,0
1550379533,0
1550379834,0
1550380135,0
1550380437,0
1550380738,0
1550381039,0
1550381340,0
1550381641,0
1550381942,0
1550382243,0
1550382544,0
1550382845,0
1550383146,0
1550383448,0
1550383749,0
1550384050,0
1550384351,0
1550384652,0
1550384952,0
1550385253,0
1550385554,0
1550385855,0
1550386156,0
1550386457,0
1550386758,0
1550387059,0
1550387360,0
1550387661,0
1550387962,0
1550388263,0
1550388564,0
1550388865,0
1550389167,0
1550389468,0
1550389769,0
1550390070,0
1550390371,0
1550390672,0
1550390973,0
1550391274,0
1550391575,0
1550391876,0
1550392177,0
1550392478,0
1550392779,0
1550393080,0
1550393381,0
1550393682,0
1550393984,0
1550394285,0
1550394586,0
1550394887,0
1550395188,0
1550395489,0
1550395790,0
1550396091,0
1550396392,0
1550396693,0
1550396994,0
1550397295,0
1550397596,0
1550397897,0
1550398198,0
1550398499,0
1550398800,0
1550399101,0
1550399402,0
1550399653,1737
1550399999,2
1550400301,0
1550400602,0
1550400903,0
1550401204,0
1550401505,0
1550401654,2
1550401935,6
1550402236,0
1550402537,0
1550402838,2
1550403139,0
1550403440,0
1550403737,2
1550404042,0
1550404343,2
1550404644,0
1550404945,0
1550405246,0
1550405547,0
1550405822,2
1550406150,0
1550406451,2
1550406752,0
1550407053,13
1550407354,0
1550407655,0
1550407915,2
1550408257,0
1550408558,0
1550408859,0
1550409160,0
1550409461,2
1550409795,0
1550410096,0
1550410397,0
1550410698,0
1550410999,4
1550411251,793
1550411567,0
1550411868,0
1550412169,0
1550412470,0
1550412772,0
1550413073,0
1550413374,0
1550413675,0
1550413976,0
1550414277,0
1550414578,0
1550414879,0
1550415049,2
1550415350,0
1550415651,0
1550415922,2
1550415987,2614.5
1550416327,0
1550416685,0
1550416857,3603
1550416918,2700
1550416990,424
1550417065,92
1550417164,442
1550417241,223
1550417553,0
1550417854,0
1550417945,1808
1550418289,0
1550418590,0
1550418892,0
1550419193,0
1550419494,0
1550419795,0
1550420096,0
1550420397,0
1550420698,0
1550420999,0
1550421300,0
1550421601,0
1550421902,0
1550422203,0
1550422504,0
1550422805,0
1550423106,0
1550423407,0
1550423708,0
1550424009,0
1550424310,0
1550424612,0
1550424913,0
1550425214,0
1550425515,0
1550425816,0
1550426117,0
1550426418,0
1550426719,0
1550427020,0
1550427321,0
1550427622,0
1550427923,0
1550428223,0
1550428524,0
1550428825,0
1550429126,0
1550429427,0
1550429728,0
1550430029,0
1550430331,0
1550430631,0
1550430932,0
1550431232,0
1550431533,0
1550431834,0
1550432135,0
1550432436,0
1550432737,0
1550433038,0
1550433339,0
1550433640,0
1550434042,0
1550434343,0
1550434644,0
1550434944,0
1550435245,0
1550435546,0
1550435848,0
1550436149,0
1550436450,0
1550436751,0
1550437052,0
1550437353,0
1550437654,0
1550437955,0
1550438256,0
1550438557,0
1550438858,0
1550439159,0
1550439460,0
1550439761,0
1550440062,0
1550440364,0
1550440665,0
1550440966,0
1550441155,1417
1550441479,0
1550441780,0
1550442081,0
1550442340,176
1550442644,0
1550442945,0
1550443246,0
1550443547,0
1550443848,0
1550444149,0
1550444450,0
1550444752,4
1550445109,0
1550445410,0
1550445711,0
1550446012,0
1550446313,0
1550446614,0
1550446915,0
1550447216,0
1550447517,0
1550447818,0
1550448120,0
1550448423,0
1550448724,0
1550449025,0
1550449326,0
1550449627,0
1550449928,0
1550450229,0
1550450531,0
1550450832,0
1550451133,0
1550451434,0
1550451735,0
1550452036,0
1550452337,0
1550452638,0
1550452939,0
1550453240,0
1550453541,0
1550453842,0
1550454143,0
1550454444,0
1550454745,0
1550455046,0
1550455347,0
1550455649,0
1550455950,0
1550456251,0
1550456552,0
1550456853,0
1550457154,0
1550457455,0
1550457756,0
1550458057,0
1550458358,0
1550458659,0
1550458960,0
1550459261,0
1550459562,0
1550459863,0
1550460164,0
1550460466,0
1550460767,0
1550461068,0
1550461369,0
1550461670,0
1550461971,0
1550462272,0
1550462573,0
1550462874,0
1550463175,0
1550463476,0
1550463777,0
1550464078,0
1550464379,0
1550464680,0
1550464982,0
1550465283,0
1550465584,0
1550465885,0
1550466186,0
1550466487,0
1550466788,0
1550467089,0
1550467390,0
1550467691,0
1550467992,0
1550468293,0
1550468594,0
1550468895,0
1550469196,0
1550469497,0
1550469798,0
1550470099,0
1550470400,0
1550470701,0
1550471003,0
1550471304,0
1550471605,0
1550471906,0
1550472207,0
1550472508,0
1550472809,0
1550473110,0
1550473411,0
1550473712,2
1550474071,0
1550474372,0
1550474440,2563
1550474531,1511
1550474871,2
1550474981,2567.5
1550475042,2580
1550475103,111
1550475406,0
1550475487,769.5
1550475550,261
1550475879,8
1550475949,562
1550476266,0
1550476567,0
1550476868,0
1550477169,0
1550477470,0
1550477771,0
1550478072,0
1550478373,0
1550478674,0
1550478975,0
1550479275,0
1550479576,0
1550479877,0
1550480178,0
1550480479,0
1550480780,0
1550481081,0
1550481382,0
1550481683,0
1550481985,0
1550482286,0
1550482587,0
1550482888,0
1550483189,0
1550483490,0
1550483791,0
1550484092,0
1550484393,0
1550484693,0
1550484994,0
1550485295,0
1550485596,0
1550485897,0
1550486198,0
1550486499,0
1550486800,0
1550487101,0
1550487402,0
1550487704,0
1550488005,0
1550488306,0
1550488607,0
1550488908,0
1550489209,0
1550489510,0
1550489811,0
1550490112,0
1550490413,0
1550490714,0
1550491015,0
1550491316,0
1550491617,0
1550491918,0
1550492219,0
1550492520,0
1550492821,0
1550493122,0
1550493424,0
1550493725,0
1550494026,0
1550494327,0
1550494628,0
1550494929,0
1550495230,0
1550495531,0
1550495832,0
1550496133,0
1550496434,0
1550496735,0
1550497036,0
1550497337,0
1550497638,0
1550497939,0
1550498240,0
1550498541,0
1550498842,0
1550499144,0
1550499445,0
1550499746,0
1550500047,0
1550500348,0
1550500649,0
1550500950,0
1550501251,0
1550501552,0
1550501853,0
1550502154,0
1550502455,0
1550502756,0
1550503057,0
1550503358,0
1550503659,0
1550503960,0
1550504261,0
1550504563,0
1550504864,0
1550505165,0
1550505466,0
1550505767,0
1550506068,0
1550506369,0
1550506670,0
1550506971,0
1550507272,0
1550507573,0
1550507874,0
1550508175,0
1550508476,0
1550508777,0
1550509078,0
1550509379,0
1550509680,0
1550509982,0
1550510283,0
1550510584,0
1550510885,0
1550511186,0
1550511487,0
1550511788,0
1550512089,0
1550512390,0
1550512691,0
1550512992,0
1550513293,0
1550513594,0
1550513895,0
1550514196,0
1550514497,0
1550514798,0
1550515099,0
1550515400,0
1550515701,0
1550516002,0
1550516304,0
1550516605,0
1550516906,0
1550517207,0
1550517508,0
1550517809,0
1550518110,526.5
1550518446,0
1550518747,0
1550519048,0
1550519349,0
1550519650,0
1550519951,0
1550520252,0
1550520553,0
1550520854,0
1550521155,0
1550521456,0
1550521757,0
1550522058,0
1550522359,0
1550522660,0
1550522961,0
1550523263,0
1550523564,0
1550523865,0
1550524166,0
1550524467,0
1550524768,0
1550525069,0
1550525370,0
1550525671,0
1550525972,0
1550526273,0
1550526574,0
1550526874,0
1550527175,0
1550527475,0
1550527776,0
1550528077,0
1550528378,0
1550528680,0
1550528981,0
1550529282,0
1550529583,0
1550529884,0
1550530185,0
1550530486,0
1550530787,0
1550531088,0
1550531389,0
1550531690,0
1550531991,0
1550532292,0
1550532593,0
1550532894,0
1550533195,0
1550533496,0
1550533797,0
1550534098,0
1550534400,346
1550534715,0
1550535016,0
1550535317,0
1550535618,0
1550535919,0
1550536220,0
1550536522,0
1550536823,0
1550537124,0
1550537425,0
1550537726,0
1550538027,0
1550538328,0
1550538629,0
1550538930,0
1550539231,0
1550539532,0
1550539833,0
1550540134,0
1550540435,0
1550540736,0
1550541038,0
1550541339,0
1550541640,0
1550541941,0
1550542242,0
1550542543,0
1550542844,0
1550543145,0
1550543446,0
1550543747,0
1550544048,0
1550544349,0
1550544650,0
1550544951,0
1550545252,0
1550545553,0
1550545854,0
1550546155,0
1550546456,0
1550546757,0
1550547059,0
1550547360,0
1550547661,0
1550547962,0
1550548263,0
1550548564,0
1550548865,0
1550549166,0
1550549467,0
1550549768,0
1550550069,0
1550550370,0
1550550671,0
1550550972,0
1550551273,0
1550551574,0
1550551875,0
1550552176,0
1550552477,0
1550552778,0
1550553080,0
1550553381,0
1550553682,0
1550553983,0
1550554284,0
1550554585,0
1550554886,0
1550555187,0
1550555488,0
1550555789,0
1550556090,0
1550556391,0
1550556692,0
1550556993,0
1550557294,0
1550557596,0
1550557897,0
1550558198,0
1550558499,0
1550558800,0
1550559101,0
1550559402,0
1550559555,398
1550559863,0
1550560217,0
1550560420,4183.5
1550560481,1046
1550560569,2213.5
1550560904,1645
1550560965,2523
1550561048,343
1550561209,3199.5
1550561270,1703
1550561557,941
1550561884,0
1550562185,804
1550562246,273
1550562559,0
1550562694,1729
1550563043,0
1550563344,0
1550563645,0
1550563946,0
1550564247,0
1550564548,0
1550564849,0
1550565150,0
1550565451,0
1550565752,0
1550566053,0
1550566354,0
1550566655,0
1550566956,0
1550567257,0
1550567558,0
1550567859,0
1550568161,0
1550568462,0
1550568763,0
1550569064,0
1550569365,0
1550569666,0
1550569967,0
1550570268,0
1550570569,0
1550570870,0
1550571171,0
1550571472,0
1550571773,0
1550572074,0
1550572375,0
1550572676,0
1550572976,0
1550573278,0
1550573579,0
1550573880,0
1550574181,0
1550574482,0
1550574783,0
1550575084,0
1550575385,0
1550575686,0
1550575987,0
1550576288,0
1550576589,0
1550576890,0
1550577191,0
1550577492,0
1550577793,0
1550578094,0
1550578395,0
1550578696,0
1550578997,0
1550579298,0
1550579600,0
1550579901,0
1550580202,0
1550580503,0
1550580804,0
1550581105,0
1550581406,0
1550581707,0
1550582008,0
1550582309,0
1550582610,0
1550582911,0
1550583212,0
1550583513,0
1550583814,0
1550584115,0
1550584416,0
1550584718,0
1550585019,0
1550585320,0
1550585621,0
1550585922,0
1550586223,0
1550586524,0
1550586825,0
1550587126,0
1550587427,0
1550587728,0
1550588029,0
1550588330,0
1550588630,0
1550588931,0
1550589232,0
1550589533,0
1550589834,0
1550590136,0
1550590437,0
1550590738,0
1550591039,0
1550591340,0
1550591641,0
1550591942,0
1550592243,0
1550592544,0
1550592845,0
1550593146,0
1550593447,0
1550593748,0
1550594049,0
1550594350,0
1550594652,0
1550594953,0
1550595254,0
1550595555,0
1550595856,0
1550596157,0
1550596458,0
1550596759,0
1550597060,0
1550597361,0
1550597662,0
1550597963,0
1550598264,0
1550598565,0
1550598866,0
1550599167,0
1550599469,0
1550599770,0
1550600071,0
1550600372,0
1550600673,0
1550600974,0
1550601275,0
1550601576,0
1550601877,0
1550602178,0
1550602479,0
1550602780,0
1550603081,0
1550603382,0
1550603683,0
1550603984,0
1550604285,0
1550604586,0
1550604888,0
1550605189,0
1550605490,0
1550605791,0
1550606092,0
1550606393,0
1550606694,0
1550606995,0
1550607296,0
1550607597,0
1550607898,0
1550608199,0
1550608500,0
1550608801,0
1550609102,0
1550609403,0
1550609704,0
1550610006,0
1550610307,0
1550610608,0
1550610909,0
1550611210,0
1550611511,0
1550611812,0
1550612113,0
1550612414,0
1550612715,0
1550613016,0
1550613317,0
1550613618,0
1550613919,0
1550614221,0
1550614522,0
1550614823,0
1550615123,0
1550615424,0
1550615725,0
1550616026,0
1550616327,0
1550616628,0
1550616929,0
1550617230,0
1550617531,0
1550617832,0
1550618133,0
1550618434,0
1550618735,0
1550618841,902
1550619170,0
1550619329,447
1550619645,0
1550619946,0
1550620247,0
1550620548,0
1550620849,0
1550621150,0
1550621350,2
1550621651,0
1550621952,0
1550622253,0
1550622554,0
1550622855,0
1550623156,0
1550623457,0
1550623758,0
1550624059,0
1550624360,0
1550624661,0
1550624962,0
1550625263,0
1550625564,0
1550625865,0
1550626166,0
1550626467,0
1550626768,0
1550627070,0
1550627371,0
1550627672,0
1550627973,0
1550628274,0
1550628575,0
1550628876,0
1550629177,0
1550629478,0
1550629779,0
1550630080,0
1550630381,0
1550630682,0
1550630983,0
1550631284,0
1550631585,0
1550631886,0
1550632187,0
1550632489,0
1550632790,0
1550633091,0
1550633392,0
1550633693,0
1550633994,0
1550634295,0
1550634596,0
1550634897,0
1550635198,0
1550635499,0
1550635800,0
1550636101,0
1550636402,0
1550636703,0
1550637004,0
1550637305,0
1550637606,0
1550637907,0
1550638208,0
1550638510,0
1550638811,0
1550639112,0
